within_OR,within_p,within_ci_lo,within_ci_hi,between_OR,between_p,between_ci_lo,between_ci_hi,within_raw_sd,between_repeated_sd,converged,label,exposure,pooled_OR,pooled_p
1.005835067123136,0.0208965706296178,1.0008816860025214,1.0108129626142994,1.019294842924099,0.645145113648592,0.939670741196459,1.1056659862461826,0.0906859192151933,0.0242336839437484,True,(g) sliding density N=50,density_N50,1.0057694005051174,0.0295214799825106
1.0051621776771025,0.0444488510628934,1.0001277656855485,1.010221931734911,1.022226859248263,0.6051808054844138,0.9404825323026754,1.111076193207034,0.0817427309208782,0.0238561145961284,True,(g) sliding density N=100,density_N100,1.0050281899305915,0.0634637456535007
0.6364011760582821,2.834373655507547e-62,0.6034377670836533,0.6711652451680562,0.4241684609061645,3.140762284896925e-09,0.3193818918405168,0.5633346405166477,7.033893317304167,3.572167158126831,True,(h) time-decay gauge tau=1800s,gauge_hl1800,0.7801138160769342,1.1043666839683082e-148
0.6607435839126757,6.934136364057747e-20,0.6044958179647514,0.7222251514521224,0.3641333941294118,8.361358754406284e-05,0.2201224342856344,0.6023608141101628,19.383793179838683,11.427143096923828,True,(h) time-decay gauge tau=7200s,gauge_hl7200,0.8512662282666205,3.038107565378521e-48
0.5165558887008204,9.730426119478223e-71,0.4802824664824285,0.555568867849263,0.1294798018922141,0.0050989669890159,0.0309680112837131,0.5413656997362355,62.06387531718849,42.05362701416016,False,(h) time-decay gauge tau=86400s,gauge_hl86400,0.322022774585764,1.1557557065206791e-19
1.0730062672720655,3.02881650344268e-32,1.0605433692136317,1.0856156221681206,0.7131630044382077,3.140569648226516e-16,0.6575967640171198,0.7734245341969018,106.75009044471037,97.58476257324219,True,(i) event-decay T=20s penalty=0.2,ed_T20_p02,1.056083444846639,5.672243015429495e-29
1.0594102952147735,9.040818905758757e-27,1.0482811558269547,1.070657587774406,0.7663795436061144,6.979804075919072e-12,0.7102629850792253,0.8269297671374531,92.1220649144532,86.12885284423828,True,(i) event-decay T=20s penalty=0.5,ed_T20_p05,1.048629482039562,5.9299535506678715e-24
1.0403928250184067,1.1937541588636033e-17,1.0309954148758262,1.0498758915238704,0.8244501762462391,3.0962067901624228e-06,0.7602151057775947,0.8941128477277457,75.8281390005353,69.90607452392578,True,(i) event-decay T=20s penalty=1.0,ed_T20_p10,1.035869519754799,1.558825315567128e-16
1.073310792292504,5.2807824524421025e-23,1.058346576313681,1.0884865909086903,0.7249268179639237,3.436833654997723e-14,0.6670735548805564,0.787797518816942,115.36767041128184,103.27629089355469,True,(i) event-decay T=60s penalty=0.2,ed_T60_p02,1.052695855604728,1.2191826444302524e-23
1.041947256398193,2.201074989773064e-12,1.0300636152242175,1.0539679968012494,0.8301841336420421,2.7341652760471725e-05,0.7610400198598111,0.9056103197804822,93.24003766950291,83.22476959228516,True,(i) event-decay T=60s penalty=0.5,ed_T60_p05,1.0344648706548556,5.03073931240532e-20
1.0383272381341624,3.4619571970775833e-06,1.0219661711859191,1.0549502359752592,0.8551870693462367,0.02106089231933618,0.7487544122622753,0.9767487330957163,76.66763253004036,63.43452835083008,True,(i) event-decay T=60s penalty=1.0,ed_T60_p10,1.0300914694990166,7.593597240558907e-17
